Ticker;Date;NaN;Close;Price;Open;Last;MA 10;Ownership;Buy;Sell;Cashflow
Mofid.Gold.ETF;14/08/2018;20180814;11044.00;11044;10828.00;11108.00;10656,63636;yes;no;no;-10.638.020
Mofid.Gold.ETF;15/08/2018;20180815;10970.00;10970;11044.00;10900.00;10662,18182;yes;no;no;-10.638.020
Mofid.Gold.ETF;18/08/2018;20180818;10904.00;10904;10970.00;10920.00;10662,81818;yes;no;no;-10.638.020
Mofid.Gold.ETF;19/08/2018;20180819;10827.00;10827;10904.00;10890.00;10667,81818;yes;no;no;-10.638.020
Mofid.Gold.ETF;20/08/2018;20180820;10952.00;10952;10827.00;11019.00;10711,36364;yes;no;no;-10.638.020
Mofid.Gold.ETF;21/08/2018;20180821;11168.00;11168;10952.00;11220.00;10782,72727;yes;no;no;-10.638.020
Mofid.Gold.ETF;25/08/2018;20180825;11087.00;11087;11168.00;11038.00;10858,90909;yes;no;no;-10.638.020
Mofid.Gold.ETF;26/08/2018;20180826;11124.00;11124;11087.00;11160.00;10930,36364;yes;no;no;-10.638.020
Mofid.Gold.ETF;27/08/2018;20180827;11422.00;11422;11124.00;11510.00;11001,63636;yes;no;no;-10.638.020
Mofid.Gold.ETF;28/08/2018;20180828;11804.00;11804;11422.00;11959.00;11102,72727;yes;no;no;-10.638.020
Mofid.Gold.ETF;29/08/2018;20180829;11665.00;11665;11804.00;11766.00;11178,81818;yes;no;no;-10.638.020
Mofid.Gold.ETF;01/09/2018;20180901;11979.00;11979;11665.00;12020.00;11263,81818;yes;no;no;-10.638.020
Mofid.Gold.ETF;02/09/2018;20180902;13112.00;13112;11979.00;13108.00;11458,54545;yes;no;no;-10.638.020
Mofid.Gold.ETF;03/09/2018;20180903;13870.00;13870;13112.00;13850.00;11728,18182;yes;no;no;-10.638.020
Mofid.Gold.ETF;04/09/2018;20180904;14785.00;14785;13870.00;14970.00;12088;yes;no;no;-10.638.020
Mofid.Gold.ETF;05/09/2018;20180905;15006.00;15006;14785.00;14000.00;12456,54545;yes;no;no;-10.638.020
Mofid.Gold.ETF;08/09/2018;20180908;12844.00;12844;15006.00;12744.00;12608,90909;yes;no;no;-10.638.020
Mofid.Gold.ETF;09/09/2018;20180909;12001.00;12001;12844.00;12200.00;12692;yes;no;yes;12.001.000
Mofid.Gold.ETF;10/09/2018;20180910;12828.00;12828;12001.00;12950.00;12846,90909;no;no;no;12.001.000
Mofid.Gold.ETF;11/09/2018;20180911;12956.00;12956;12828.00;12499.00;12986,36364;no;no;no;12.001.000
Mofid.Gold.ETF;12/09/2018;20180912;12296.00;12296;12956.00;12288.00;13031,09091;no;no;no;12.001.000
Mofid.Gold.ETF;15/09/2018;20180915;12332.00;12332;12296.00;12449.00;13091,72727;no;no;no;12.001.000
Mofid.Gold.ETF;16/09/2018;20180916;12863.00;12863;12332.00;12804.00;13172,09091;no;no;no;12.001.000
Mofid.Gold.ETF;17/09/2018;20180917;12759.00;12759;12863.00;12785.00;13140;no;no;no;12.001.000
Mofid.Gold.ETF;18/09/2018;20180918;13025.00;13025;12759.00;13120.00;13063,18182;no;no;no;12.001.000
Mofid.Gold.ETF;22/09/2018;20180922;13008.00;13008;13025.00;12941.00;12901,63636;no;yes;no;-13.008.020
Mofid.Gold.ETF;23/09/2018;20180923;13027.00;13027;13008.00;13100.00;12721,72727;yes;no;no;-13.008.020
Mofid.Gold.ETF;24/09/2018;20180924;13613.00;13613;13027.00;13658.00;12791,63636;yes;no;no;-13.008.020
Mofid.Gold.ETF;25/09/2018;20180925;13625.00;13625;13613.00;13510.00;12939,27273;yes;no;no;-13.008.020
Mofid.Gold.ETF;26/09/2018;20180926;14451.00;14451;13625.00;14550.00;13086,81818;yes;no;no;-13.008.020
Mofid.Gold.ETF;29/09/2018;20180929;13926.00;13926;14451.00;13902.00;13175;yes;no;no;-13.008.020
Mofid.Gold.ETF;30/09/2018;20180930;13267.00;13267;13926.00;13200.00;13263,27273;yes;no;no;-13.008.020
Mofid.Gold.ETF;01/10/2018;20181001;12411.00;12411;13267.00;12403.00;13270,45455;yes;no;yes;12.411.000
Mofid.Gold.ETF;02/10/2018;20181002;11408.00;11408;12411.00;12210.00;13138,18182;no;no;no;12.411.000
Mofid.Gold.ETF;03/10/2018;20181003;12208.00;12208;11408.00;12100.00;13088,09091;no;no;no;12.411.000
Mofid.Gold.ETF;06/10/2018;20181006;11525.00;11525;12208.00;11494.00;12951,72727;no;no;no;12.411.000
Mofid.Gold.ETF;07/10/2018;20181007;11016.00;11016;11525.00;11125.00;12770,63636;no;no;no;12.411.000
Mofid.Gold.ETF;08/10/2018;20181008;11903.00;11903;11016.00;11996.00;12668,45455;no;no;no;12.411.000
Mofid.Gold.ETF;09/10/2018;20181009;12244.00;12244;11903.00;12299.00;12544;no;no;no;12.411.000
Mofid.Gold.ETF;10/10/2018;20181010;12149.00;12149;12244.00;12068.00;12409,81818;no;no;no;12.411.000
Mofid.Gold.ETF;13/10/2018;20181013;11852.00;11852;12149.00;11750.00;12173,54545;no;no;no;12.411.000
Mofid.Gold.ETF;14/10/2018;20181014;11461.00;11461;11852.00;11410.00;11949,45455;no;no;no;12.411.000
Mofid.Gold.ETF;15/10/2018;20181015;11721.00;11721;11461.00;11730.00;11808,90909;no;no;no;12.411.000
Mofid.Gold.ETF;16/10/2018;20181016;11905.00;11905;11721.00;11854.00;11762,90909;no;yes;no;-11.905.020
Mofid.Gold.ETF;17/10/2018;20181017;11964.00;11964;11905.00;11901.00;11813,45455;yes;no;no;-11.905.020
Mofid.Gold.ETF;20/10/2018;20181020;11605.00;11605;11964.00;11549.00;11758,63636;yes;no;yes;11.605.000
Mofid.Gold.ETF;21/10/2018;20181021;11374.00;11374;11605.00;11361.00;11744,90909;no;no;no;11.605.000
Mofid.Gold.ETF;22/10/2018;20181022;11668.00;11668;11374.00;11710.00;11804,18182;no;no;no;11.605.000
Mofid.Gold.ETF;23/10/2018;20181023;11596.00;11596;11668.00;11629.00;11776,27273;no;no;no;11.605.000
Mofid.Gold.ETF;24/10/2018;20181024;11500.00;11500;11596.00;11579.00;11708,63636;no;no;no;11.605.000
Mofid.Gold.ETF;27/10/2018;20181027;11804.00;11804;11500.00;11999.00;11677,27273;no;yes;no;-11.804.020
Mofid.Gold.ETF;28/10/2018;20181028;12158.00;12158;11804.00;12160.00;11705,09091;yes;no;no;-11.804.020
Mofid.Gold.ETF;29/10/2018;20181029;12448.00;12448;12158.00;12439.00;11794,81818;yes;no;no;-11.804.020
Mofid.Gold.ETF;31/10/2018;20181031;12911.00;12911;12448.00;12940.00;11903;yes;no;no;-11.804.020
Mofid.Gold.ETF;03/11/2018;20181103;12157.00;12157;12911.00;12055.00;11925,90909;yes;no;no;-11.804.020
Mofid.Gold.ETF;04/11/2018;20181104;12287.00;12287;12157.00;12302.00;11955,27273;yes;no;no;-11.804.020
Mofid.Gold.ETF;05/11/2018;20181105;12434.00;12434;12287.00;12300.00;12030,63636;yes;no;no;-11.804.020
Mofid.Gold.ETF;06/11/2018;20181106;12408.00;12408;12434.00;12450.00;12124,63636;yes;no;no;-11.804.020
Mofid.Gold.ETF;10/11/2018;20181110;12279.00;12279;12408.00;12217.00;12180,18182;yes;no;no;-11.804.020
Mofid.Gold.ETF;11/11/2018;20181111;12005.00;12005;12279.00;11935.00;12217,36364;yes;no;yes;12.005.000
Mofid.Gold.ETF;12/11/2018;20181112;11866.00;11866;12005.00;11939.00;12250,63636;no;no;no;12.005.000
Mofid.Gold.ETF;13/11/2018;20181113;11765.00;11765;11866.00;11751.00;12247,09091;no;no;no;12.005.000
Mofid.Gold.ETF;14/11/2018;20181114;11416.00;11416;11765.00;11301.00;12179,63636;no;no;no;12.005.000
Mofid.Gold.ETF;17/11/2018;20181117;11096.00;11096;11416.00;11269.00;12056,72727;no;no;no;12.005.000
Mofid.Gold.ETF;18/11/2018;20181118;11617.00;11617;11096.00;11659.00;11939,09091;no;no;no;12.005.000
Mofid.Gold.ETF;19/11/2018;20181119;11381.00;11381;11617.00;11359.00;11868,54545;no;no;no;12.005.000
Mofid.Gold.ETF;20/11/2018;20181120;11388.00;11388;11381.00;11434.00;11786,81818;no;no;no;12.005.000
Mofid.Gold.ETF;21/11/2018;20181121;11397.00;11397;11388.00;11423.00;11692,54545;no;no;no;12.005.000
Mofid.Gold.ETF;24/11/2018;20181124;11029.00;11029;11397.00;11045.00;11567,18182;no;no;no;12.005.000
Mofid.Gold.ETF;26/11/2018;20181126;10810.00;10810;11029.00;10770.00;11433,63636;no;no;no;12.005.000
Mofid.Gold.ETF;27/11/2018;20181127;10610.00;10610;10810.00;10630.00;11306,81818;no;no;no;12.005.000
Mofid.Gold.ETF;28/11/2018;20181128;10437.00;10437;10610.00;10375.00;11176,90909;no;no;no;12.005.000
Mofid.Gold.ETF;01/12/2018;20181201;10361.00;10361;10437.00;10402.00;11049,27273;no;no;no;12.005.000
Mofid.Gold.ETF;02/12/2018;20181202;10836.00;10836;10361.00;10949.00;10996,54545;no;no;no;12.005.000
Mofid.Gold.ETF;03/12/2018;20181203;10813.00;10813;10836.00;10748.00;10970,81818;no;no;no;12.005.000
Mofid.Gold.ETF;04/12/2018;20181204;10605.00;10605;10813.00;10601.00;10878,81818;no;no;no;12.005.000
Mofid.Gold.ETF;05/12/2018;20181205;10555.00;10555;10605.00;10583.00;10803,72727;no;no;no;12.005.000
Mofid.Gold.ETF;08/12/2018;20181208;10909.00;10909;10555.00;10850.00;10760,18182;no;yes;no;-10.909.020
Mofid.Gold.ETF;09/12/2018;20181209;10625.00;10625;10909.00;10610.00;10690;yes;no;yes;10.625.000
Mofid.Gold.ETF;10/12/2018;20181210;10500.00;10500;10625.00;10510.00;10641,90909;no;no;no;10.625.000
Mofid.Gold.ETF;11/12/2018;20181211;10245.00;10245;10500.00;10250.00;10590,54545;no;no;no;10.625.000
Mofid.Gold.ETF;12/12/2018;20181212;10195.00;10195;10245.00;10286.00;10552,81818;no;no;no;10.625.000
Mofid.Gold.ETF;15/12/2018;20181215;10115.00;10115;10195.00;10090.00;10523,54545;no;no;no;10.625.000
Mofid.Gold.ETF;16/12/2018;20181216;9900.00;9900;10115.00;9819.00;10481,63636;no;no;no;10.625.000
Mofid.Gold.ETF;17/12/2018;20181217;9811.00;9811;9900.00;9813.00;10388,45455;no;no;no;10.625.000
Mofid.Gold.ETF;18/12/2018;20181218;9503.00;9503;9811.00;9555.00;10269,36364;no;no;no;10.625.000
Mofid.Gold.ETF;19/12/2018;20181219;9664.00;9664;9503.00;9653.00;10183,81818;no;no;no;10.625.000
Mofid.Gold.ETF;22/12/2018;20181222;9702.00;9702;9664.00;9760.00;10106,27273;no;no;no;10.625.000
Mofid.Gold.ETF;23/12/2018;20181223;9960.00;9960;9702.00;10070.00;10020;no;no;no;10.625.000
Mofid.Gold.ETF;24/12/2018;20181224;10043.00;10043;9960.00;10000.00;9967,090909;no;yes;no;-10.043.020
Mofid.Gold.ETF;25/12/2018;20181225;10553.00;10553;10043.00;10696.00;9971,909091;yes;no;no;-10.043.020
Mofid.Gold.ETF;26/12/2018;20181226;10715.00;10715;10553.00;10500.00;10014,63636;yes;no;no;-10.043.020
Mofid.Gold.ETF;29/12/2018;20181229;10307.00;10307;10715.00;10310.00;10024,81818;yes;no;no;-10.043.020
Mofid.Gold.ETF;30/12/2018;20181230;10591.00;10591;10307.00;10550.00;10068,09091;yes;no;no;-10.043.020
Mofid.Gold.ETF;31/12/2018;20181231;10655.00;10655;10591.00;10670.00;10136,72727;yes;no;no;-10.043.020
Mofid.Gold.ETF;01/01/2019;20190101;10704.00;10704;10655.00;10700.00;10217,90909;yes;no;no;-10.043.020
Mofid.Gold.ETF;02/01/2019;20190102;10674.00;10674;10704.00;10651.00;10324,36364;yes;no;no;-10.043.020
Mofid.Gold.ETF;05/01/2019;20190105;10667.00;10667;10674.00;10685.00;10415,54545;yes;no;no;-10.043.020
Mofid.Gold.ETF;06/01/2019;20190106;10714.00;10714;10667.00;10702.00;10507,54545;yes;no;no;-10.043.020
Mofid.Gold.ETF;07/01/2019;20190107;10907.00;10907;10714.00;10956.00;10593,63636;yes;no;no;-10.043.020
Mofid.Gold.ETF;08/01/2019;20190108;10909.00;10909;10907.00;10900.00;10672,36364;yes;no;no;-10.043.020
Mofid.Gold.ETF;09/01/2019;20190109;10696.00;10696;10909.00;10679.00;10685,36364;yes;no;no;-10.043.020
Mofid.Gold.ETF;12/01/2019;20190112;10975.00;10975;10696.00;10998.00;10709;yes;no;no;-10.043.020
Mofid.Gold.ETF;13/01/2019;20190113;10706.00;10706;10975.00;10702.00;10745,27273;yes;no;yes;10.706.000
Mofid.Gold.ETF;14/01/2019;20190114;10653.00;10653;10706.00;10680.00;10750,90909;no;no;no;10.706.000
Mofid.Gold.ETF;15/01/2019;20190115;10729.00;10729;10653.00;10815.00;10757,63636;no;no;no;10.706.000
Mofid.Gold.ETF;16/01/2019;20190116;10985.00;10985;10729.00;10995.00;10783,18182;no;yes;no;-10.985.020
Mofid.Gold.ETF;19/01/2019;20190119;11056.00;11056;10985.00;11120.00;10817,90909;yes;no;no;-10.985.020
Mofid.Gold.ETF;20/01/2019;20190120;11115.00;11115;11056.00;11148.00;10858,63636;yes;no;no;-10.985.020
Mofid.Gold.ETF;21/01/2019;20190121;11276.00;11276;11115.00;11350.00;10909,72727;yes;no;no;-10.985.020
Mofid.Gold.ETF;22/01/2019;20190122;11636.00;11636;11276.00;11698.00;10976;yes;no;no;-10.985.020
Mofid.Gold.ETF;23/01/2019;20190123;11575.00;11575;11636.00;11510.00;11036,54545;yes;no;no;-10.985.020
Mofid.Gold.ETF;26/01/2019;20190126;11718.00;11718;11575.00;11681.00;11129,45455;yes;no;no;-10.985.020
Mofid.Gold.ETF;27/01/2019;20190127;11678.00;11678;11718.00;11612.00;11193,36364;yes;no;no;-10.985.020
Mofid.Gold.ETF;28/01/2019;20190128;11688.00;11688;11678.00;11710.00;11282,63636;yes;no;no;-10.985.020
Mofid.Gold.ETF;29/01/2019;20190129;11816.00;11816;11688.00;11860.00;11388,36364;yes;no;no;-10.985.020
Mofid.Gold.ETF;30/01/2019;20190130;11851.00;11851;11816.00;11750.00;11490,36364;yes;no;no;-10.985.020
Mofid.Gold.ETF;02/02/2019;20190202;11297.00;11297;11851.00;11202.00;11518,72727;yes;no;yes;11.297.000
Mofid.Gold.ETF;03/02/2019;20190203;11332.00;11332;11297.00;11460.00;11543,81818;no;no;no;11.297.000
Mofid.Gold.ETF;04/02/2019;20190204;11567.00;11567;11332.00;11561.00;11584,90909;no;no;no;11.297.000
Mofid.Gold.ETF;05/02/2019;20190205;11696.00;11696;11567.00;11625.00;11623,09091;no;yes;no;-11.696.020
Mofid.Gold.ETF;06/02/2019;20190206;11630.00;11630;11696.00;11640.00;11622,54545;yes;no;no;-11.696.020
Mofid.Gold.ETF;10/02/2019;20190210;11670.00;11670;11630.00;11725.00;11631,18182;yes;no;no;-11.696.020
Mofid.Gold.ETF;12/02/2019;20190212;11741.00;11741;11670.00;11800.00;11633,27273;yes;no;no;-11.696.020
Mofid.Gold.ETF;13/02/2019;20190213;11843.00;11843;11741.00;11900.00;11648,27273;yes;no;no;-11.696.020
Mofid.Gold.ETF;16/02/2019;20190216;11984.00;11984;11843.00;12000.00;11675,18182;yes;no;no;-11.696.020
Mofid.Gold.ETF;17/02/2019;20190217;12271.00;12271;11984.00;12280.00;11716,54545;yes;no;no;-11.696.020
Mofid.Gold.ETF;18/02/2019;20190218;12622.00;12622;12271.00;12700.00;11786,63636;yes;no;no;-11.696.020
Mofid.Gold.ETF;19/02/2019;20190219;12673.00;12673;12622.00;12539.00;11911,72727;yes;no;no;-11.696.020
Mofid.Gold.ETF;20/02/2019;20190220;12760.00;12760;12673.00;12735.00;12041,54545;yes;no;no;-11.696.020
Mofid.Gold.ETF;23/02/2019;20190223;12774.00;12774;12760.00;12900.00;12151,27273;yes;no;no;-11.696.020
Mofid.Gold.ETF;24/02/2019;20190224;13136.00;13136;12774.00;13240.00;12282,18182;yes;no;no;-11.696.020
Mofid.Gold.ETF;25/02/2019;20190225;12716.00;12716;13136.00;12797.00;12380,90909;yes;no;no;-11.696.020
Mofid.Gold.ETF;26/02/2019;20190226;12718.00;12718;12716.00;12800.00;12476,18182;yes;no;no;-11.696.020
Mofid.Gold.ETF;27/02/2019;20190227;12716.00;12716;12718.00;12716.00;12564,81818;yes;no;no;-11.696.020
Mofid.Gold.ETF;02/03/2019;20190302;12702.00;12702;12716.00;12720.00;12642,90909;yes;no;no;-11.696.020
Mofid.Gold.ETF;03/03/2019;20190303;12179.00;12179;12702.00;12140.00;12660,63636;yes;no;yes;12.179.000
Mofid.Gold.ETF;04/03/2019;20190304;11798.00;11798;12179.00;11850.00;12617,63636;no;no;no;12.179.000
Mofid.Gold.ETF;05/03/2019;20190305;12295.00;12295;11798.00;12400.00;12587,90909;no;no;no;12.179.000
Mofid.Gold.ETF;06/03/2019;20190306;12539.00;12539;12295.00;12475.00;12575,72727;no;no;no;12.179.000
Mofid.Gold.ETF;09/03/2019;20190309;12614.00;12614;12539.00;12578.00;12562,45455;no;yes;no;-12.614.020
Mofid.Gold.ETF;10/03/2019;20190310;12504.00;12504;12614.00;12490.00;12537,90909;yes;no;yes;12.504.000
Mofid.Gold.ETF;11/03/2019;20190311;12371.00;12371;12504.00;12384.00;12468,36364;no;no;no;12.504.000
Mofid.Gold.ETF;12/03/2019;20190312;12213.00;12213;12371.00;12200.00;12422,63636;no;no;no;12.504.000
Mofid.Gold.ETF;13/03/2019;20190313;12331.00;12331;12213.00;12361.00;12387,45455;no;no;no;12.504.000
Mofid.Gold.ETF;16/03/2019;20190316;12386.00;12386;12331.00;12429.00;12357,45455;no;yes;no;-12.386.020
Mofid.Gold.ETF;17/03/2019;20190317;12245.00;12245;12386.00;12269.00;12315,90909;yes;no;yes;12.245.000
Mofid.Gold.ETF;18/03/2019;20190318;12311.00;12311;12245.00;12498.00;12327,90909;no;no;no;12.245.000
Mofid.Gold.ETF;19/03/2019;20190319;12642.00;12642;12311.00;12673.00;12404,63636;no;yes;no;-12.642.020
Mofid.Gold.ETF;25/03/2019;20190325;12816.00;12816;12642.00;12810.00;12452;yes;no;no;-12.642.020
Mofid.Gold.ETF;26/03/2019;20190326;12880.00;12880;12816.00;12881.00;12483;yes;no;no;-12.642.020
Mofid.Gold.ETF;27/03/2019;20190327;13026.00;13026;12880.00;13022.00;12520,45455;yes;no;no;-12.642.020
Mofid.Gold.ETF;30/03/2019;20190330;12980.00;12980;13026.00;12999.00;12563,72727;yes;no;no;-12.642.020
Mofid.Gold.ETF;31/03/2019;20190331;13127.00;13127;12980.00;13150.00;12632,45455;yes;no;no;-12.642.020
Mofid.Gold.ETF;06/04/2019;20190406;13438.00;13438;13127.00;13570.00;12743,81818;yes;no;no;-12.642.020
Mofid.Gold.ETF;07/04/2019;20190407;13792.00;13792;13438.00;13820.00;12876,63636;yes;no;no;-12.642.020
Mofid.Gold.ETF;08/04/2019;20190408;14224.00;14224;13792.00;14244.00;13043,72727;yes;no;no;-12.642.020
Mofid.Gold.ETF;09/04/2019;20190409;14714.00;14714;14224.00;14740.00;13268,18182;yes;no;no;-12.642.020
Mofid.Gold.ETF;10/04/2019;20190410;13785.00;13785;14714.00;13651.00;13402,18182;yes;no;no;-12.642.020
Mofid.Gold.ETF;13/04/2019;20190413;13217.00;13217;13785.00;13298.00;13454,45455;yes;no;yes;13.217.000
Mofid.Gold.ETF;14/04/2019;20190414;13458.00;13458;13217.00;13409.00;13512,81818;no;no;no;13.217.000
Mofid.Gold.ETF;15/04/2019;20190415;13769.00;13769;13458.00;13737.00;13593,63636;no;yes;no;-13.769.020
Mofid.Gold.ETF;16/04/2019;20190416;13385.00;13385;13769.00;13340.00;13626,27273;yes;no;yes;13.385.000
Mofid.Gold.ETF;17/04/2019;20190417;13383.00;13383;13385.00;13428.00;13662,90909;no;no;no;13.385.000
Mofid.Gold.ETF;20/04/2019;20190420;13364.00;13364;13383.00;13335.00;13684,45455;no;no;no;13.385.000
Mofid.Gold.ETF;22/04/2019;20190422;13777.00;13777;13364.00;13751.00;13715,27273;no;yes;no;-13.777.020
Mofid.Gold.ETF;23/04/2019;20190423;13769.00;13769;13777.00;13800.00;13713,18182;yes;no;no;-13.777.020
Mofid.Gold.ETF;24/04/2019;20190424;13741.00;13741;13769.00;13788.00;13669,27273;yes;no;no;-13.777.020
Mofid.Gold.ETF;27/04/2019;20190427;13835.00;13835;13741.00;13863.00;13589,36364;yes;no;no;-13.777.020
Mofid.Gold.ETF;28/04/2019;20190428;13937.00;13937;13835.00;13891.00;13603,18182;yes;no;no;-13.777.020
Mofid.Gold.ETF;29/04/2019;20190429;13734.00;13734;13937.00;13630.00;13650,18182;yes;no;no;-13.777.020
Mofid.Gold.ETF;30/04/2019;20190430;13680.00;13680;13734.00;13402.00;13670,36364;yes;no;no;-13.777.020
Mofid.Gold.ETF;01/05/2019;20190501;13623.00;13623;13680.00;13640.00;13657,09091;yes;no;yes;13.623.000
Mofid.Gold.ETF;04/05/2019;20190504;13730.00;13730;13623.00;13699.00;13688,45455;no;yes;no;-13.730.020
Mofid.Gold.ETF;05/05/2019;20190505;13673.00;13673;13730.00;13562.00;13714,81818;yes;no;yes;13.673.000
Mofid.Gold.ETF;06/05/2019;20190506;13729.00;13729;13673.00;13722.00;13748;no;no;no;13.673.000
Mofid.Gold.ETF;07/05/2019;20190507;14020.00;14020;13729.00;14140.00;13770,09091;no;yes;no;-14.020.020
Mofid.Gold.ETF;08/05/2019;20190508;14047.00;14047;14020.00;14000.00;13795,36364;yes;no;no;-14.020.020
Mofid.Gold.ETF;11/05/2019;20190511;13864.00;13864;14047.00;13814.00;13806,54545;yes;no;no;-14.020.020
Mofid.Gold.ETF;12/05/2019;20190512;13528.00;13528;13864.00;13600.00;13778,63636;yes;no;yes;13.528.000
Mofid.Gold.ETF;13/05/2019;20190513;13586.00;13586;13528.00;13520.00;13746,72727;no;no;no;13.528.000
Mofid.Gold.ETF;14/05/2019;20190514;13516.00;13516;13586.00;13498.00;13726,90909;no;no;no;13.528.000
Mofid.Gold.ETF;15/05/2019;20190515;13403.00;13403;13516.00;13401.00;13701,72727;no;no;no;13.528.000
Mofid.Gold.ETF;18/05/2019;20190518;13096.00;13096;13403.00;13054.00;13653,81818;no;no;no;13.528.000
Mofid.Gold.ETF;19/05/2019;20190519;12881.00;12881;13096.00;12851.00;13576,63636;no;no;no;13.528.000
Mofid.Gold.ETF;20/05/2019;20190520;12514.00;12514;12881.00;12611.00;13471,27273;no;no;no;13.528.000
Mofid.Gold.ETF;21/05/2019;20190521;12637.00;12637;12514.00;12812.00;13372;no;no;no;13.528.000
Mofid.Gold.ETF;22/05/2019;20190522;13071.00;13071;12637.00;12991.00;13285,72727;no;no;no;13.528.000
Mofid.Gold.ETF;25/05/2019;20190525;12719.00;12719;13071.00;12700.00;13165;no;no;no;13.528.000
Mofid.Gold.ETF;26/05/2019;20190526;12757.00;12757;12719.00;12710.00;13064,36364;no;no;no;13.528.000
Mofid.Gold.ETF;28/05/2019;20190528;12468.00;12468;12757.00;12390.00;12968;no;no;no;13.528.000
Mofid.Gold.ETF;29/05/2019;20190529;12398.00;12398;12468.00;12393.00;12860;no;no;no;13.528.000
Mofid.Gold.ETF;01/06/2019;20190601;12503.00;12503;12398.00;12480.00;12767,90909;no;no;no;13.528.000
Mofid.Gold.ETF;02/06/2019;20190602;12398.00;12398;12503.00;12433.00;12676,54545;no;no;no;13.528.000
Mofid.Gold.ETF;03/06/2019;20190603;12290.00;12290;12398.00;12288.00;12603,27273;no;no;no;13.528.000
Mofid.Gold.ETF;08/06/2019;20190608;12474.00;12474;12290.00;12450.00;12566,27273;no;no;no;13.528.000
Mofid.Gold.ETF;09/06/2019;20190609;11944.00;11944;12474.00;11966.00;12514,45455;no;no;no;13.528.000
Mofid.Gold.ETF;10/06/2019;20190610;12042.00;12042;11944.00;12098.00;12460,36364;no;no;no;13.528.000
Mofid.Gold.ETF;11/06/2019;20190611;12081.00;12081;12042.00;12086.00;12370,36364;no;no;no;13.528.000
Mofid.Gold.ETF;12/06/2019;20190612;12234.00;12234;12081.00;12260.00;12326,27273;no;no;no;13.528.000
Mofid.Gold.ETF;15/06/2019;20190615;12553.00;12553;12234.00;12701.00;12307,72727;no;yes;no;-12.553.020
Mofid.Gold.ETF;16/06/2019;20190616;12851.00;12851;12553.00;12886.00;12342,54545;yes;no;no;-12.553.020
Mofid.Gold.ETF;17/06/2019;20190617;12670.00;12670;12851.00;12600.00;12367,27273;yes;no;no;-12.553.020
Mofid.Gold.ETF;18/06/2019;20190618;12451.00;12451;12670.00;12518.00;12362,54545;yes;no;no;-12.553.020
Mofid.Gold.ETF;19/06/2019;20190619;12513.00;12513;12451.00;12554.00;12373;yes;no;no;-12.553.020
Mofid.Gold.ETF;22/06/2019;20190622;12585.00;12585;12513.00;12617.00;12399,81818;yes;no;no;-12.553.020
Mofid.Gold.ETF;23/06/2019;20190623;12572.00;12572;12585.00;12615.00;12408,72727;yes;no;no;-12.553.020
Mofid.Gold.ETF;24/06/2019;20190624;12723.00;12723;12572.00;12749.00;12479,54545;yes;no;no;-12.553.020
Mofid.Gold.ETF;25/06/2019;20190625;12700.00;12700;12723.00;12687.00;12539,36364;yes;no;no;-12.553.020
Mofid.Gold.ETF;26/06/2019;20190626;12536.00;12536;12700.00;12590.00;12580,72727;yes;no;yes;12.536.000
Mofid.Gold.ETF;30/06/2019;20190630;12383.00;12383;12536.00;12402.00;12594,27273;no;no;no;12.536.000
Mofid.Gold.ETF;01/07/2019;20190701;12263.00;12263;12383.00;12240.00;12567,90909;no;no;no;12.536.000
Mofid.Gold.ETF;02/07/2019;20190702;12278.00;12278;12263.00;12286.00;12515,81818;no;no;no;12.536.000
Mofid.Gold.ETF;03/07/2019;20190703;12329.00;12329;12278.00;12390.00;12484,81818;no;no;no;12.536.000
Mofid.Gold.ETF;06/07/2019;20190706;12545.00;12545;12329.00;12570.00;12493,36364;no;yes;no;-12.545.020
Mofid.Gold.ETF;07/07/2019;20190707;12470.00;12470;12545.00;12440.00;12489,45455;yes;no;yes;12.470.000
Mofid.Gold.ETF;08/07/2019;20190708;12382.00;12382;12470.00;12356.00;12471;no;no;no;12.470.000
Mofid.Gold.ETF;09/07/2019;20190709;12235.00;12235;12382.00;12200.00;12440,36364;no;no;no;12.470.000
Mofid.Gold.ETF;10/07/2019;20190710;12140.00;12140;12235.00;12179.00;12387,36364;no;no;no;12.470.000
Mofid.Gold.ETF;13/07/2019;20190713;11812.00;11812;12140.00;11776.00;12306,63636;no;no;no;12.470.000
Mofid.Gold.ETF;14/07/2019;20190714;11563.00;11563;11812.00;11566.00;12218,18182;no;no;no;12.470.000
Mofid.Gold.ETF;15/07/2019;20190715;11438.00;11438;11563.00;11519.00;12132,27273;no;no;no;12.470.000
Mofid.Gold.ETF;16/07/2019;20190716;11095.00;11095;11438.00;11149.00;12026,09091;no;no;no;12.470.000
Mofid.Gold.ETF;17/07/2019;20190717;11108.00;11108;11095.00;11400.00;11919,72727;no;no;no;12.470.000
Mofid.Gold.ETF;20/07/2019;20190720;11456.00;11456;11108.00;11649.00;11840,36364;no;no;no;12.470.000
Mofid.Gold.ETF;21/07/2019;20190721;11981.00;11981;11456.00;12023.00;11789,09091;no;yes;no;-11.981.020
Mofid.Gold.ETF;22/07/2019;20190722;11762.00;11762;11981.00;11740.00;11724,72727;yes;no;no;-11.981.020
Mofid.Gold.ETF;23/07/2019;20190723;11943.00;11943;11762.00;11920.00;11684,81818;yes;no;no;-11.981.020
Mofid.Gold.ETF;24/07/2019;20190724;11973.00;11973;11943.00;11669.00;11661;yes;no;no;-11.981.020
